Country,Year,Population
Euro area – 20 countries (from 2023),2014,341548691
Euro area – 20 countries (from 2023),2015,342243873
Euro area – 20 countries (from 2023),2016,343429507
Euro area – 20 countries (from 2023),2017,344126499
Euro area – 20 countries (from 2023),2018,344794283
Euro area – 20 countries (from 2023),2019,345697844
Euro area – 20 countries (from 2023),2020,346625682
Euro area – 20 countries (from 2023),2021,346699769
Euro area – 20 countries (from 2023),2022,347104468
Euro area – 20 countries (from 2023),2023,348557873
Euro area – 20 countries (from 2023),2024,350174019
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1960,406362168
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1961,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1962,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1963,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1964,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1965,424373323
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1966,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1967,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1968,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1969,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1970,439557803
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1971,441422518
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1972,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1973,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1974,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1975,451803585
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1976,453994905
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1977,455902582
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1978,457814838
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1979,459595740
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1980,461485332
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1981,463458024
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1982,464962566
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1983,466148393
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1984,467098623
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1985,468111291
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1986,469211748
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1987,470548009
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1988,471804259
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1989,473450476
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1990,474930508
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1991,476594784
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1992,477892012
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1993,479597438
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1994,480868037
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1995,481891130
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1996,482824056
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1997,483673506
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1998,486062046
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1999,486803550
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2000,487551317
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2001,488764781
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2002,489501378
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2003,491260780
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2004,493152394
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2005,495222001
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2006,497099125
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2007,499011219
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2008,501073052
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2009,502934648
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,504079494
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2011,503949886
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2012,505113900
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2013,506310838
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2014,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2015,509115773
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,510819888
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,512055378
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,513228429
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2019,514537646
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2020,515878092
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2021,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2022,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2023,:
"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2024,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1960,410489590
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1961,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1962,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1963,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1964,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1965,428639503
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1966,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1967,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1968,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1969,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1970,443961155
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1971,445843669
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1972,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1973,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1974,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1975,456304312
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1976,458518341
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1977,460451014
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1978,462385547
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1979,464187200
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1980,466083427
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1981,468059493
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1982,469584114
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1983,470795314
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1984,471768210
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1985,472802274
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1986,473923600
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1987,475279050
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1988,476552709
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1989,478212441
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1990,479703064
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1991,481376963
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1992,482487877
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1993,484153209
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1994,485513192
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1995,486550023
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1996,487405223
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1997,488206534
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1998,490598858
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1999,491331010
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2000,492049052
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,493060187
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,493806872
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,495566164
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,497458119
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,499532862
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,501411612
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,503324749
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,505385019
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,507244444
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,508382341
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,508239743
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,509389884
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,510572978
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,513296688
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,514951003
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,516134147
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,517242770
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,518506322
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2020,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2021,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2022,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2023,:
"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2024,:
European Free Trade Association,1960,9053336
European Free Trade Association,1961,9148844
European Free Trade Association,1962,9331154
European Free Trade Association,1963,9493953
European Free Trade Association,1964,9635106
European Free Trade Association,1965,9747502
European Free Trade Association,1966,9834737
European Free Trade Association,1967,9937651
European Free Trade Association,1968,10052847
European Free Trade Association,1969,10160198
European Free Trade Association,1970,10256893
European Free Trade Association,1971,10307543
European Free Trade Association,1972,10380728
European Free Trade Association,1973,10469728
European Free Trade Association,1974,10536393
European Free Trade Association,1975,10594250
European Free Trade Association,1976,10581288
European Free Trade Association,1977,10564446
European Free Trade Association,1978,10576794
European Free Trade Association,1979,10601152
European Free Trade Association,1980,10635230
European Free Trade Association,1981,10682125
European Free Trade Association,1982,10738279
European Free Trade Association,1983,10794141
European Free Trade Association,1984,10827114
European Free Trade Association,1985,10869027
European Free Trade Association,1986,10913300
European Free Trade Association,1987,10970490
European Free Trade Association,1988,11040363
European Free Trade Association,1989,11120759
European Free Trade Association,1990,11189203
European Free Trade Association,1991,11291916
European Free Trade Association,1992,11405515
European Free Trade Association,1993,11499380
European Free Trade Association,1994,11588759
European Free Trade Association,1995,11665036
European Free Trade Association,1996,11731192
European Free Trade Association,1997,11775077
European Free Trade Association,1998,11817765
European Free Trade Association,1999,11876593
European Free Trade Association,2000,11954416
European Free Trade Association,2001,12023715
European Free Trade Association,2002,12099819
European Free Trade Association,2003,12188439
European Free Trade Association,2004,12266469
European Free Trade Association,2005,12349642
European Free Trade Association,2006,12434143
European Free Trade Association,2007,12532713
European Free Trade Association,2008,12681480
European Free Trade Association,2009,12856065
European Free Trade Association,2010,12997529
European Free Trade Association,2011,13145040
European Free Trade Association,2012,13296582
European Free Trade Association,2013,13449030
European Free Trade Association,2014,:
European Free Trade Association,2015,13769934
European Free Trade Association,2016,13911262
European Free Trade Association,2017,14054026
European Free Trade Association,2018,14166313
European Free Trade Association,2019,14268108
European Free Trade Association,2020,14376494
European Free Trade Association,2021,14469516
European Free Trade Association,2022,14579617
European Free Trade Association,2023,14731804
European Free Trade Association,2024,14936057
European Union - 27 countries (2007-2013),1960,402604332
European Union - 27 countries (2007-2013),1961,:
European Union - 27 countries (2007-2013),1962,:
European Union - 27 countries (2007-2013),1963,:
European Union - 27 countries (2007-2013),1964,:
European Union - 27 countries (2007-2013),1965,420454977
European Union - 27 countries (2007-2013),1966,:
European Union - 27 countries (2007-2013),1967,:
European Union - 27 countries (2007-2013),1968,:
European Union - 27 countries (2007-2013),1969,:
European Union - 27 countries (2007-2013),1970,435469610
European Union - 27 countries (2007-2013),1971,437308029
European Union - 27 countries (2007-2013),1972,:
European Union - 27 countries (2007-2013),1973,:
European Union - 27 countries (2007-2013),1974,:
European Union - 27 countries (2007-2013),1975,447565620
European Union - 27 countries (2007-2013),1976,449734595
European Union - 27 countries (2007-2013),1977,451622165
European Union - 27 countries (2007-2013),1978,453516363
European Union - 27 countries (2007-2013),1979,455279744
European Union - 27 countries (2007-2013),1980,457153675
European Union - 27 countries (2007-2013),1981,459111142
European Union - 27 countries (2007-2013),1982,460597191
European Union - 27 countries (2007-2013),1983,461763965
European Union - 27 countries (2007-2013),1984,462699342
European Union - 27 countries (2007-2013),1985,463698160
European Union - 27 countries (2007-2013),1986,464783282
European Union - 27 countries (2007-2013),1987,466100932
European Union - 27 countries (2007-2013),1988,467330695
European Union - 27 countries (2007-2013),1989,468949690
European Union - 27 countries (2007-2013),1990,470415155
European Union - 27 countries (2007-2013),1991,472060056
European Union - 27 countries (2007-2013),1992,473329265
European Union - 27 countries (2007-2013),1993,475006017
European Union - 27 countries (2007-2013),1994,476247848
European Union - 27 countries (2007-2013),1995,477245113
European Union - 27 countries (2007-2013),1996,478155218
European Union - 27 countries (2007-2013),1997,478979775
European Union - 27 countries (2007-2013),1998,481340746
European Union - 27 countries (2007-2013),1999,482050494
European Union - 27 countries (2007-2013),2000,482761345
European Union - 27 countries (2007-2013),2001,483945121
European Union - 27 countries (2007-2013),2002,484657212
European Union - 27 countries (2007-2013),2003,486386194
European Union - 27 countries (2007-2013),2004,488250073
European Union - 27 countries (2007-2013),2005,490287461
European Union - 27 countries (2007-2013),2006,492124110
European Union - 27 countries (2007-2013),2007,493987245
European Union - 27 countries (2007-2013),2008,495985066
European Union - 27 countries (2007-2013),2009,497780439
European Union - 27 countries (2007-2013),2010,498867771
European Union - 27 countries (2007-2013),2011,498674980
European Union - 27 countries (2007-2013),2012,499771980
European Union - 27 countries (2007-2013),2013,500900868
European Union - 27 countries (2007-2013),2014,:
European Union - 27 countries (2007-2013),2015,503583505
European Union - 27 countries (2007-2013),2016,505235752
European Union - 27 countries (2007-2013),2017,506420902
European Union - 27 countries (2007-2013),2018,507546246
European Union - 27 countries (2007-2013),2019,508814065
European Union - 27 countries (2007-2013),2020,:
European Union - 27 countries (2007-2013),2021,:
European Union - 27 countries (2007-2013),2022,:
European Union - 27 countries (2007-2013),2023,:
European Union - 27 countries (2007-2013),2024,:
European Union - 27 countries (from 2020),1960,354531754
European Union - 27 countries (from 2020),1961,:
European Union - 27 countries (from 2020),1962,:
European Union - 27 countries (from 2020),1963,:
European Union - 27 countries (from 2020),1964,:
European Union - 27 countries (from 2020),1965,370521157
European Union - 27 countries (from 2020),1966,:
European Union - 27 countries (from 2020),1967,:
European Union - 27 countries (from 2020),1968,:
European Union - 27 countries (from 2020),1969,:
European Union - 27 countries (from 2020),1970,384326562
European Union - 27 countries (from 2020),1971,385949080
European Union - 27 countries (from 2020),1972,:
European Union - 27 countries (from 2020),1973,:
European Union - 27 countries (from 2020),1974,:
European Union - 27 countries (from 2020),1975,395835667
European Union - 27 countries (from 2020),1976,398037111
European Union - 27 countries (from 2020),1977,399967581
European Union - 27 countries (from 2020),1978,401903104
European Union - 27 countries (from 2020),1979,403662165
European Union - 27 countries (from 2020),1980,405466907
European Union - 27 countries (from 2020),1981,407369042
European Union - 27 countries (from 2020),1982,408894651
European Union - 27 countries (from 2020),1983,410107692
European Union - 27 countries (from 2020),1984,411006427
European Union - 27 countries (from 2020),1985,411907502
European Union - 27 countries (from 2020),1986,412876239
European Union - 27 countries (from 2020),1987,414088076
European Union - 27 countries (from 2020),1988,415218942
European Union - 27 countries (from 2020),1989,416715205
European Union - 27 countries (from 2020),1990,418030739
European Union - 27 countries (from 2020),1991,419504036
European Union - 27 countries (from 2020),1992,420413536
European Union - 27 countries (from 2020),1993,421912578
European Union - 27 countries (from 2020),1994,423104986
European Union - 27 countries (from 2020),1995,423960534
European Union - 27 countries (from 2020),1996,424641798
European Union - 27 countries (from 2020),1997,425273491
European Union - 27 countries (from 2020),1998,427482962
European Union - 27 countries (from 2020),1999,427998269
European Union - 27 countries (from 2020),2000,428473834
European Union - 27 countries (from 2020),2001,429240746
European Union - 27 countries (from 2020),2002,429723142
European Union - 27 countries (from 2020),2003,431190184
European Union - 27 countries (from 2020),2004,432762039
European Union - 27 countries (from 2020),2005,434416272
European Union - 27 countries (from 2020),2006,435816236
European Union - 27 countries (from 2020),2007,437227496
European Union - 27 countries (from 2020),2008,438725386
European Union - 27 countries (from 2020),2009,440047892
European Union - 27 countries (from 2020),2010,440660421
European Union - 27 countries (from 2020),2011,439942305
European Union - 27 countries (from 2020),2012,440552661
European Union - 27 countries (from 2020),2013,441257711
European Union - 27 countries (from 2020),2014,442266046
European Union - 27 countries (from 2020),2015,442911027
European Union - 27 countries (from 2020),2016,443987823
European Union - 27 countries (from 2020),2017,444655529
European Union - 27 countries (from 2020),2018,445287011
European Union - 27 countries (from 2020),2019,446135629
European Union - 27 countries (from 2020),2020,447015600
European Union - 27 countries (from 2020),2021,445872542
European Union - 27 countries (from 2020),2022,445972024
European Union - 27 countries (from 2020),2023,447695350
European Union - 27 countries (from 2020),2024,449306184
European Union - 28 countries (2013-2020),1960,406731754
European Union - 28 countries (2013-2020),1961,:
European Union - 28 countries (2013-2020),1962,:
European Union - 28 countries (2013-2020),1963,:
European Union - 28 countries (2013-2020),1964,:
European Union - 28 countries (2013-2020),1965,424721157
European Union - 28 countries (2013-2020),1966,:
European Union - 28 countries (2013-2020),1967,:
European Union - 28 countries (2013-2020),1968,:
European Union - 28 countries (2013-2020),1969,:
European Union - 28 countries (2013-2020),1970,439872962
European Union - 28 countries (2013-2020),1971,441729180
European Union - 28 countries (2013-2020),1972,:
European Union - 28 countries (2013-2020),1973,:
European Union - 28 countries (2013-2020),1974,:
European Union - 28 countries (2013-2020),1975,452066347
European Union - 28 countries (2013-2020),1976,454258031
European Union - 28 countries (2013-2020),1977,456170597
European Union - 28 countries (2013-2020),1978,458087072
European Union - 28 countries (2013-2020),1979,459871204
European Union - 28 countries (2013-2020),1980,461751770
European Union - 28 countries (2013-2020),1981,463712611
European Union - 28 countries (2013-2020),1982,465218739
European Union - 28 countries (2013-2020),1983,466410886
European Union - 28 countries (2013-2020),1984,467368929
European Union - 28 countries (2013-2020),1985,468389143
European Union - 28 countries (2013-2020),1986,469495134
European Union - 28 countries (2013-2020),1987,470831973
European Union - 28 countries (2013-2020),1988,472079145
European Union - 28 countries (2013-2020),1989,473711655
European Union - 28 countries (2013-2020),1990,475187711
European Union - 28 countries (2013-2020),1991,476842235
European Union - 28 countries (2013-2020),1992,477925130
European Union - 28 countries (2013-2020),1993,479561788
European Union - 28 countries (2013-2020),1994,480893003
European Union - 28 countries (2013-2020),1995,481904006
European Union - 28 countries (2013-2020),1996,482736385
European Union - 28 countries (2013-2020),1997,483512803
European Union - 28 countries (2013-2020),1998,485877558
European Union - 28 countries (2013-2020),1999,486577954
European Union - 28 countries (2013-2020),2000,487259080
European Union - 28 countries (2013-2020),2001,488240527
European Union - 28 countries (2013-2020),2002,488962706
European Union - 28 countries (2013-2020),2003,490691578
European Union - 28 countries (2013-2020),2004,492555798
European Union - 28 countries (2013-2020),2005,494598322
European Union - 28 countries (2013-2020),2006,496436597
European Union - 28 countries (2013-2020),2007,498300775
European Union - 28 countries (2013-2020),2008,500297033
European Union - 28 countries (2013-2020),2009,502090235
European Union - 28 countries (2013-2020),2010,503170618
European Union - 28 countries (2013-2020),2011,502964837
European Union - 28 countries (2013-2020),2012,504047964
European Union - 28 countries (2013-2020),2013,505163008
European Union - 28 countries (2013-2020),2014,:
European Union - 28 countries (2013-2020),2015,507764420
European Union - 28 countries (2013-2020),2016,509366867
European Union - 28 countries (2013-2020),2017,510499671
European Union - 28 countries (2013-2020),2018,511560587
European Union - 28 countries (2013-2020),2019,512782741
European Union - 28 countries (2013-2020),2020,:
European Union - 28 countries (2013-2020),2021,:
European Union - 28 countries (2013-2020),2022,:
European Union - 28 countries (2013-2020),2023,:
European Union - 28 countries (2013-2020),2024,:
Finland,1960,4413046
Finland,1961,4446222
Finland,1962,4475787
Finland,1963,4507098
Finland,1964,4539519
Finland,1965,4557567
Finland,1966,4569896
Finland,1967,4591842
Finland,1968,4619645
Finland,1969,4633292
Finland,1970,4614277
Finland,1971,4598336
Finland,1972,4625912
Finland,1973,4653401
Finland,1974,4678761
Finland,1975,4702387
Finland,1976,4720492
Finland,1977,4730836
Finland,1978,4746967
Finland,1979,4758088
Finland,1980,4771292
Finland,1981,4787778
Finland,1982,4812150
Finland,1983,4841715
Finland,1984,4869858
Finland,1985,4893748
Finland,1986,4910664
Finland,1987,4925644
Finland,1988,4938602
Finland,1989,4954359
Finland,1990,4974383
Finland,1991,4998478
Finland,1992,5029002
Finland,1993,5054982
Finland,1994,5077912
Finland,1995,5098754
Finland,1996,5116826
Finland,1997,5132320
Finland,1998,5147349
Finland,1999,5159646
Finland,2000,5171302
Finland,2001,5181115
Finland,2002,5194901
Finland,2003,5206295
Finland,2004,5219732
Finland,2005,5236611
Finland,2006,5255580
Finland,2007,5276955
Finland,2008,5300484
Finland,2009,5326314
Finland,2010,5351427
Finland,2011,5375276
Finland,2012,5401267
Finland,2013,5426674
Finland,2014,5451270
Finland,2015,5471753
Finland,2016,5487308
Finland,2017,5503297
Finland,2018,5513130
Finland,2019,5517919
Finland,2020,5525292
Finland,2021,5533793
Finland,2022,5548241
Finland,2023,5563970
Finland,2024,5603851
France,1960,:
France,1961,:
France,1962,:
France,1963,:
France,1964,:
France,1965,:
France,1966,:
France,1967,:
France,1968,:
France,1969,:
France,1970,:
France,1971,:
France,1972,:
France,1973,:
France,1974,:
France,1975,:
France,1976,:
France,1977,:
France,1978,:
France,1979,:
France,1980,:
France,1981,:
France,1982,:
France,1983,:
France,1984,:
France,1985,:
France,1986,:
France,1987,:
France,1988,:
France,1989,:
France,1990,:
France,1991,58313439
France,1992,58604851
France,1993,58885929
France,1994,59104320
France,1995,59315139
France,1996,59522297
France,1997,59726386
France,1998,59934884
France,1999,60158533
France,2000,60545022
France,2001,60979315
France,2002,61424036
France,2003,61864088
France,2004,62292241
France,2005,62772870
France,2006,63229635
France,2007,63645065
France,2008,64007193
France,2009,64350226
France,2010,64658856
France,2011,64978721
France,2012,65276983
France,2013,65600350
France,2014,66165980
France,2015,66458153
France,2016,66638391
France,2017,66809816
France,2018,67026224
France,2019,67290471
France,2020,67473651
France,2021,67728568
France,2022,68091703
France,2023,68277210
France,2024,68467362
Georgia,1960,:
Georgia,1961,:
Georgia,1962,:
Georgia,1963,:
Georgia,1964,:
Georgia,1965,:
Georgia,1966,:
Georgia,1967,:
Georgia,1968,:
Georgia,1969,:
Georgia,1970,:
Georgia,1971,:
Georgia,1972,:
Georgia,1973,:
Georgia,1974,:
Georgia,1975,:
Georgia,1976,:
Georgia,1977,:
Georgia,1978,:
Georgia,1979,:
Georgia,1980,:
Georgia,1981,:
Georgia,1982,:
Georgia,1983,:
Georgia,1984,:
Georgia,1985,:
Georgia,1986,:
Georgia,1987,:
Georgia,1988,:
Georgia,1989,:
Georgia,1990,:
Georgia,1991,:
Georgia,1992,:
Georgia,1993,:
Georgia,1994,:
Georgia,1995,:
Georgia,1996,:
Georgia,1997,:
Georgia,1998,:
Georgia,1999,:
Georgia,2000,4435200
Georgia,2001,4401400
Georgia,2002,4371500
Georgia,2003,4352600
Georgia,2004,4315200
Georgia,2005,4321500
Georgia,2006,4401292
Georgia,2007,4394702
Georgia,2008,4382070
Georgia,2009,4385429
Georgia,2010,4436391
Georgia,2011,4469250
Georgia,2012,4497617
Georgia,2013,:
Georgia,2014,4490498
Georgia,2015,3729500
Georgia,2016,3720400
Georgia,2017,3718200
Georgia,2018,3729633
Georgia,2019,3723464
Georgia,2020,3716858
Georgia,2021,3728573
Georgia,2022,3688647
Georgia,2023,3736357
Georgia,2024,3694608
Germany,1960,55257088
Germany,1961,55958321
Germany,1962,56589148
Germany,1963,57247246
Germany,1964,57864509
Germany,1965,58587451
Germany,1966,59296591
Germany,1967,59792934
Germany,1968,59948474
Germany,1969,60463033
Germany,1970,61194591
Germany,1971,61001164
Germany,1972,61502503
Germany,1973,61809358
Germany,1974,62101379
Germany,1975,61991475
Germany,1976,61644624
Germany,1977,61441996
Germany,1978,61352745
Germany,1979,61321663
Germany,1980,61439338
Germany,1981,61657952
Germany,1982,61712689
Germany,1983,61546101
Germany,1984,61306669
Germany,1985,61049256
Germany,1986,61020474
Germany,1987,61140461
Germany,1988,61238079
Germany,1989,61715103
Germany,1990,62679035
Germany,1991,79753227
Germany,1992,80274564
Germany,1993,80974632
Germany,1994,81338093
Germany,1995,81538603
Germany,1996,81817499
Germany,1997,82012162
Germany,1998,82057379
Germany,1999,82037011
Germany,2000,82163475
Germany,2001,82259540
Germany,2002,82440309
Germany,2003,82536680
Germany,2004,82531671
Germany,2005,82500849
Germany,2006,82437995
Germany,2007,82314906
Germany,2008,82217837
Germany,2009,82002356
Germany,2010,81802257
Germany,2011,80222065
Germany,2012,80327900
Germany,2013,80523746
Germany,2014,80767463
Germany,2015,81197537
Germany,2016,82175684
Germany,2017,82521653
Germany,2018,82792351
Germany,2019,83019213
Germany,2020,83166711
Germany,2021,83155031
Germany,2022,83237124
Germany,2023,83118501
Germany,2024,83456045
Germany including former GDR,1960,72542990
Germany including former GDR,1961,73086809
Germany including former GDR,1962,73668454
Germany including former GDR,1963,74383113
Germany including former GDR,1964,75045592
Germany including former GDR,1965,75591082
Germany including former GDR,1966,76336308
Germany including former GDR,1967,76864314
Germany including former GDR,1968,77038358
Germany including former GDR,1969,77550269
Germany including former GDR,1970,78269095
Germany including former GDR,1971,78069482
Germany including former GDR,1972,78556202
Germany including former GDR,1973,78820701
Germany including former GDR,1974,79052630
Germany including former GDR,1975,78882235
Germany including former GDR,1976,78464873
Germany including former GDR,1977,78209026
Germany including former GDR,1978,78110602
Germany including former GDR,1979,78073038
Germany including former GDR,1980,78179662
Germany including former GDR,1981,78397490
Germany including former GDR,1982,78418324
Germany including former GDR,1983,78248407
Germany including former GDR,1984,78008156
Germany including former GDR,1985,77709213
Germany including former GDR,1986,77660533
Germany including former GDR,1987,77780338
Germany including former GDR,1988,77899502
Germany including former GDR,1989,78389735
Germany including former GDR,1990,79112831
Germany including former GDR,1991,79753227
Germany including former GDR,1992,80274564
Germany including former GDR,1993,80974632
Germany including former GDR,1994,81338093
Germany including former GDR,1995,81538603
Germany including former GDR,1996,81817499
Germany including former GDR,1997,82012162
Germany including former GDR,1998,82057379
Germany including former GDR,1999,82037011
Germany including former GDR,2000,82163475
Germany including former GDR,2001,82259540
Germany including former GDR,2002,82440309
Germany including former GDR,2003,82536680
Germany including former GDR,2004,82531671
Germany including former GDR,2005,82500849
Germany including former GDR,2006,82437995
Germany including former GDR,2007,82314906
Germany including former GDR,2008,82217837
Germany including former GDR,2009,82002356
Germany including former GDR,2010,81802257
Germany including former GDR,2011,80222065
